https://replicate.com/aleksa-codes/flux-ghibsky-illustration,aleksa-codes,flux-ghibsky-illustration,"3 months, 1 week ago",35.6K runs,https://tjzk.replicate.delivery/models_models_featured_image/2ae9abe6-6d3f-4903-836b-5d6ff1d49667/out-0.jpg,"Flux LoRA, use 'GHIBSKY style' to trigger generation, creates serene and enchanting landscapes with vibrant, surreal skies and intricate, Ghibli-inspired elements reminiscent of the atmospheric beauty found in Makoto Shinkai's works"
https://replicate.com/aleksanderobuchowski/bielik-11b-v2.3-instruct,aleksanderobuchowski,bielik-11b-v2.3-instruct,2 months ago,1.1K runs,,"Bielik-11B-v2.3-Instruct is a generative text model made by SpeakLeash and Cyfronet featuring 11 billion parameters. It is a linear merge of the Bielik-11B-v2.0-Instruct, Bielik-11B-v2.1-Instruct, and Bielik-11B-v2.2-Instruct models."
https://replicate.com/alekseycalvin/acsoonr_flux,alekseycalvin,acsoonr_​flux,"3 months, 1 week ago",47 runs,,ACS token
https://replicate.com/alekseycalvin/anna_akhmatova_flux,alekseycalvin,anna_​akhmatova_​flux,2 weeks ago,19 runs,,"Flux LoRa evoking the visage of poet Anna Akhmatova (1889-1966), whose voice emblematizes one self's capacity to universalize, harnessing, the pain of all, refracting it back dignified unto transcendence..."
https://replicate.com/alekseycalvin/neurealenin,alekseycalvin,neurealenin,"1 year, 3 months ago",75 runs,,"NeureaLenin by soon®: a V. I. Lenin SDXL fine-tuning; use ""LEN"" token in prompts!"
https://replicate.com/alekseycalvin/neurealhistory,alekseycalvin,neurealhistory,"1 year, 3 months ago",313 runs,,SDXL fine-tuned on 100s of manually colorized historical photos
https://replicate.com/alekseycalvin/neurealhistory3,alekseycalvin,neurealhistory3,11 months ago,220 runs,,RealvisXL3 fine-tuned on 300+ colorized 1850s-1940s photos
https://replicate.com/alekseycalvin/neurealistconjurerofzos,alekseycalvin,neurealistconjurerofzos,"1 year, 11 months ago",302 runs,,"Preprompt thy SD spells with ‘zos’ to summon the visionary touch of generative art’s unsung arch-ancestor*, Austin Osman Spare* (1886-1956)   *(more info below and in the README!)"
https://replicate.com/alekseycalvin/soonrtarot,alekseycalvin,soonrtarot,"1 year, 7 months ago",434 runs,,"Neurealist Tarot (v_2) Replicate Version: a Tarot card generating model trained by A.C.T. SOON® over SD v1-5, from custom data and class sets, and via Dreambooth/Cog"
https://replicate.com/alexandercgo2/craisee2,alexandercgo2,craisee2,"2 weeks, 3 days ago",105 runs,https://replicate.delivery/xezq/HyXnruBiCIaZHRX0czl5iGytnicHKcBKUNii43ThNCHviD8E/out-3.webp,
